DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5
4,LAKE MACQUARIE,103617,NORMAL,21,THE PARADE,BELMONT,2280,A/350530,R2,480.6,M,1/7/2017,544000,14A(1),6A(1),1/7/2016,473000,14A(1),6A(1),1/7/2015,450000,14A(1),6A(1),1/7/2014,388000,14A(1),6A(1),1/7/2013,360000,14A(1),6A(1)
4,LAKE MACQUARIE,103618,NORMAL,24,TARCOOLA CL,BELMONT NORTH,2280,11/859956,R2,678.1,M,1/7/2017,435000,14A(1),6A(1),1/7/2016,379000,14A(1),6A(1),1/7/2015,356000,14A(1),6A(1),1/7/2014,327000,14A(1),6A(1),1/7/2013,307000,14A(1),6A(1)
4,LAKE MACQUARIE,103619,NORMAL,22,TARCOOLA CL,BELMONT NORTH,2280,12/859956,R2,682.5,M,1/7/2017,395000,14A(1),6A(1),1/7/2016,344000,14A(1),6A(1),1/7/2015,322000,14A(1),6A(1),1/7/2014,295000,14A(1),6A(1),1/7/2013,277000,14A(1),6A(1)
4,LAKE MACQUARIE,103620,NORMAL,20,TARCOOLA CL,BELMONT NORTH,2280,13/859956,R2,703.8,M,1/7/2017,415000,14A(1),6A(1),1/7/2016,361000,14A(1),6A(1),1/7/2015,338000,14A(1),6A(1),1/7/2014,310000,14A(1),6A(1),1/7/2013,291000,14A(1),6A(1)
4,LAKE MACQUARIE,103621,NORMAL,18,TARCOOLA CL,BELMONT NORTH,2280,14/859956,R2,681,M,1/7/2017,348000,14A(1),6A(1),1/7/2016,303000,14A(1),6A(1),1/7/2015,284000,14A(1),6A(1),1/7/2014,261000,14A(1),6A(1),1/7/2013,245000,14A(1),6A(1)
4,LAKE MACQUARIE,103622,NORMAL,16,TARCOOLA CL,BELMONT NORTH,2280,15/859956,R2,939.1,M,1/7/2017,357000,14A(1),6A(1),1/7/2016,311000,14A(1),6A(1),1/7/2015,291000,14A(1),6A(1),1/7/2014,267000,14A(1),6A(1),1/7/2013,251000,14A(1),6A(1)
4,LAKE MACQUARIE,103623,NORMAL,14,TARCOOLA CL,BELMONT NORTH,2280,16/859956,R2,1161,M,1/7/2017,357000,14A(1),6A(1),1/7/2016,311000,14A(1),6A(1),1/7/2015,291000,14A(1),6A(1),1/7/2014,267000,14A(1),6A(1),1/7/2013,251000,14A(1),6A(1)
4,LAKE MACQUARIE,103624,NORMAL,12,TARCOOLA CL,BELMONT NORTH,2280,17/859956,R2,1055,M,1/7/2017,375000,14A(1),6A(1),1/7/2016,326000,14A(1),6A(1),1/7/2015,305000,14A(1),6A(1),1/7/2014,280000,14A(1),6A(1),1/7/2013,263000,14A(1),6A(1)
4,LAKE MACQUARIE,103625,NORMAL,10,TARCOOLA CL,BELMONT NORTH,2280,18/859956,R2,1050,M,1/7/2017,395000,14A(1),6A(1),1/7/2016,344000,14A(1),6A(1),1/7/2015,322000,14A(1),6A(1),1/7/2014,295000,14A(1),6A(1),1/7/2013,277000,14A(1),6A(1)
4,LAKE MACQUARIE,103626,NORMAL,8,TARCOOLA CL,BELMONT NORTH,2280,19/859956,R2,842,M,1/7/2017,380000,14A(1),6A(1),1/7/2016,331000,14A(1),6A(1),1/7/2015,310000,14A(1),6A(1),1/7/2014,284000,14A(1),6A(1),1/7/2013,267000,14A(1),6A(1)
4,LAKE MACQUARIE,103627,NORMAL,4,TARCOOLA CL,BELMONT NORTH,2280,20/859956,R2,780.3,M,1/7/2017,395000,14A(1),6A(1),1/7/2016,344000,14A(1),6A(1),1/7/2015,322000,14A(1),6A(1),1/7/2014,295000,14A(1),6A(1),1/7/2013,277000,14A(1),6A(1)
4,LAKE MACQUARIE,103628,NORMAL,19,THE PARADE,BELMONT,2280,B/350530,R2,486.9,M,1/7/2017,544000,14A(1),6A(1),1/7/2016,473000,14A(1),6A(1),1/7/2015,450000,14A(1),6A(1),1/7/2014,388000,14A(1),6A(1),1/7/2013,360000,14A(1),6A(1)
4,LAKE MACQUARIE,103631,NORMAL,13,THE PARADE,BELMONT,2280,1/337982,R2,505.9,M,1/7/2017,544000,14A(1),6A(1),1/7/2016,473000,14A(1),6A(1),1/7/2015,450000,14A(1),6A(1),1/7/2014,388000,14A(1),6A(1),1/7/2013,360000,14A(1),6A(1)
4,LAKE MACQUARIE,103632,NORMAL,11,THE PARADE,BELMONT,2280,2/337982,R2,512.2,M,1/7/2017,544000,14A(1),6A(1),1/7/2016,473000,14A(1),6A(1),1/7/2015,450000,14A(1),6A(1),1/7/2014,388000,14A(1),6A(1),1/7/2013,360000,14A(1),6A(1)
4,LAKE MACQUARIE,103633,UNDERSP,9,THE PARADE,BELMONT,2280,"1, 2, 3, 4, CP/SP45182",R2,1043,M,1/7/2017,689000,14A(1),6A(1),1/7/2016,599000,14A(1),6A(1),1/7/2015,552000,14A(1),6A(1),1/7/2014,476000,14A(1),6A(1),1/7/2013,441000,14A(1),6A(1)
4,LAKE MACQUARIE,103638,NORMAL,5,THE PARADE,BELMONT,2280,2A/312663,R2,455.3,M,1/7/2017,294000,14A(1),6A(1),1/7/2016,256000,14A(1),6A(1),1/7/2015,244000,14A(1),6A(1),1/7/2014,210000,14A(1),6A(1),1/7/2013,195000,14A(1),6A(1)
4,LAKE MACQUARIE,103639,NORMAL,3,THE PARADE,BELMONT,2280,2B/312663,R2,455.3,M,1/7/2017,294000,14A(1),6A(1),1/7/2016,256000,14A(1),6A(1),1/7/2015,244000,14A(1),6A(1),1/7/2014,210000,14A(1),6A(1),1/7/2013,195000,14A(1),6A(1)
4,LAKE MACQUARIE,103640,NORMAL,1,THE PARADE,BELMONT,2280,2C/312663,R2,455.3,M,1/7/2017,294000,14A(1),6A(1),1/7/2016,256000,14A(1),6A(1),1/7/2015,244000,14A(1),6A(1),1/7/2014,210000,14A(1),6A(1),1/7/2013,195000,14A(1),6A(1)
4,LAKE MACQUARIE,103642,NORMAL,5,THE SHORES WAY,BELMONT,2280,3201/875619,R2,803.3,M,1/7/2017,707000,14A(1),6A(1),1/7/2016,615000,14A(1),6A(1),1/7/2015,586000,14A(1),6A(1),1/7/2014,505000,14A(1),6A(1),1/7/2013,468000,14A(1),6A(1)
4,LAKE MACQUARIE,103643,NORMAL,7,THE SHORES WAY,BELMONT,2280,3202/875619,R2,843.7,M,1/7/2017,710000,14A(1),6A(1),1/7/2016,617000,14A(1),6A(1),1/7/2015,588000,14A(1),6A(1),1/7/2014,507000,14A(1),6A(1),1/7/2013,470000,14A(1),6A(1)
4,LAKE MACQUARIE,103644,NORMAL,9,THE SHORES WAY,BELMONT,2280,3203/875619,R2,927.6,M,1/7/2017,723000,14A(1),6A(1),1/7/2016,629000,14A(1),6A(1),1/7/2015,599000,14A(1),6A(1),1/7/2014,516000,14A(1),6A(1),1/7/2013,478000,14A(1),6A(1)
4,LAKE MACQUARIE,103645,NORMAL,11,THE SHORES WAY,BELMONT,2280,3204/875619,R2,1120,M,1/7/2017,752000,14A(1),6A(1),1/7/2016,654000,14A(1),6A(1),1/7/2015,623000,14A(1),6A(1),1/7/2014,537000,14A(1),6A(1),1/7/2013,498000,14A(1),6A(1)
4,LAKE MACQUARIE,103646,NORMAL,15,THE SHORES WAY,BELMONT,2280,3205/875619,R2,869.2,M,1/7/2017,707000,14A(1),6A(1),1/7/2016,615000,14A(1),6A(1),1/7/2015,586000,14A(1),6A(1),1/7/2014,505000,14A(1),6A(1),1/7/2013,468000,14A(1),6A(1)
4,LAKE MACQUARIE,103647,NORMAL,17,THE SHORES WAY,BELMONT,2280,3206/875619,R2,910.5,M,1/7/2017,782000,14A(1),6A(1),1/7/2016,680000,14A(1),6A(1),1/7/2015,648000,14A(1),6A(1),1/7/2014,559000,14A(1),6A(1),1/7/2013,518000,14A(1),6A(1)
4,LAKE MACQUARIE,103648,NORMAL,32,THE SHORES WAY,BELMONT,2280,100/879157,R2,1948,M,1/7/2017,828000,14A(1),6A(1),1/7/2016,720000,14A(1),6A(1),1/7/2015,686000,14A(1),6A(1),1/7/2014,591000,14A(1),6A(1),1/7/2013,548000,14A(1),6A(1)
4,LAKE MACQUARIE,103649,NORMAL,30,THE SHORES WAY,BELMONT,2280,3315/876215,R2,1141,M,1/7/2017,723000,14A(1),6A(1),1/7/2016,629000,14A(1),6A(1),1/7/2015,599000,14A(1),6A(1),1/7/2014,516000,14A(1),6A(1),1/7/2013,478000,14A(1),6A(1)
4,LAKE MACQUARIE,103650,NORMAL,28,THE SHORES WAY,BELMONT,2280,3314/876215,R2,998.3,M,1/7/2017,667000,14A(1),6A(1),1/7/2016,629000,14A(1),6A(1),1/7/2015,599000,14A(1),6A(1),1/7/2014,516000,14A(1),6A(1),1/7/2013,478000,14A(1),6A(1)
4,LAKE MACQUARIE,103651,NORMAL,26,THE SHORES WAY,BELMONT,2280,3313/876215,R2,762.4,M,1/7/2017,575000,14A(1),6A(1),1/7/2016,550000,14A(1),6A(1),1/7/2015,524000,14A(1),6A(1),1/7/2014,452000,14A(1),6A(1),1/7/2013,419000,14A(1),6A(1)
4,LAKE MACQUARIE,103652,NORMAL,24,THE SHORES WAY,BELMONT,2280,3312/876215,R2,824.4,M,1/7/2017,575000,14A(1),6A(1),1/7/2016,550000,14A(1),6A(1),1/7/2015,524000,14A(1),6A(1),1/7/2014,452000,14A(1),6A(1),1/7/2013,419000,14A(1),6A(1)
4,LAKE MACQUARIE,103653,NORMAL,22,THE SHORES WAY,BELMONT,2280,3311/876215,R2,778.4,M,1/7/2017,575000,14A(1),6A(1),1/7/2016,550000,14A(1),6A(1),1/7/2015,524000,14A(1),6A(1),1/7/2014,452000,14A(1),6A(1),1/7/2013,419000,14A(1),6A(1)
4,LAKE MACQUARIE,103654,NORMAL,20,THE SHORES WAY,BELMONT,2280,3310/876215,R2,650.4,M,1/7/2017,610000,14A(1),6A(1),1/7/2016,550000,14A(1),6A(1),1/7/2015,524000,14A(1),6A(1),1/7/2014,452000,14A(1),6A(1),1/7/2013,419000,14A(1),6A(1)
4,LAKE MACQUARIE,103655,NORMAL,18,THE SHORES WAY,BELMONT,2280,3207/875619,R2,815.3,M,1/7/2017,677000,14A(1),6A(1),1/7/2016,589000,14A(1),6A(1),1/7/2015,561000,14A(1),6A(1),1/7/2014,484000,14A(1),6A(1),1/7/2013,449000,14A(1),6A(1)
4,LAKE MACQUARIE,103656,NORMAL,16,THE SHORES WAY,BELMONT,2280,3208/875619,R2,770.1,M,1/7/2017,677000,14A(1),6A(1),1/7/2016,589000,14A(1),6A(1),1/7/2015,561000,14A(1),6A(1),1/7/2014,484000,14A(1),6A(1),1/7/2013,449000,14A(1),6A(1)
4,LAKE MACQUARIE,103657,NORMAL,14,THE SHORES WAY,BELMONT,2280,3209/875619,R2,858.4,M,1/7/2017,745000,14A(1),6A(1),1/7/2016,648000,14A(1),6A(1),1/7/2015,617000,14A(1),6A(1),1/7/2014,532000,14A(1),6A(1),1/7/2013,493000,14A(1),6A(1)
4,LAKE MACQUARIE,103659,NORMAL,10,THE SHORES WAY,BELMONT,2280,3211/875619,R2,819,M,1/7/2017,759000,14A(1),6A(1),1/7/2016,578000,14A(1),6A(1),1/7/2015,550000,14A(1),6A(1),1/7/2014,474000,14A(1),6A(1),1/7/2013,439000,14A(1),6A(1)
4,LAKE MACQUARIE,103660,NORMAL,8,THE SHORES WAY,BELMONT,2280,3212/875619,R2,722.8,M,1/7/2017,759000,14A(1),6A(1),1/7/2016,602000,14A(1),6A(1),1/7/2015,573000,14A(1),6A(1),1/7/2014,494000,14A(1),6A(1),1/7/2013,458000,14A(1),6A(1)
4,LAKE MACQUARIE,103661,NORMAL,6,THE SHORES WAY,BELMONT,2280,3213/875619,R2,999.1,M,1/7/2017,759000,14A(1),6A(1),1/7/2016,654000,14A(1),6A(1),1/7/2015,623000,14A(1),6A(1),1/7/2014,537000,14A(1),6A(1),1/7/2013,498000,14A(1),6A(1)
4,LAKE MACQUARIE,103662,NORMAL,2,THOMAS ST,BELMONT,2280,16/16704,B2,430,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,309000,14A(1),6A(1),1/7/2015,269000,14A(1),6A(1),1/7/2014,235000,14A(1),6A(1),1/7/2013,229000,14A(1),6A(1)
4,LAKE MACQUARIE,103663,NORMAL,4,THOMAS ST,BELMONT,2280,17/16704,B2,411,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,309000,14A(1),6A(1),1/7/2015,269000,14A(1),6A(1),1/7/2014,235000,14A(1),6A(1),1/7/2013,229000,14A(1),6A(1)
4,LAKE MACQUARIE,103664,NORMAL,6,THOMAS ST,BELMONT,2280,18/16704,B2,423.7,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,309000,14A(1),6A(1),1/7/2015,269000,14A(1),6A(1),1/7/2014,235000,14A(1),6A(1),1/7/2013,229000,14A(1),6A(1)
4,LAKE MACQUARIE,103665,NORMAL,8,THOMAS ST,BELMONT,2280,19/16704,B2,423.7,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,309000,14A(1),6A(1),1/7/2015,269000,14A(1),6A(1),1/7/2014,235000,14A(1),6A(1),1/7/2013,229000,14A(1),6A(1)
4,LAKE MACQUARIE,103666,NORMAL,10,THOMAS ST,BELMONT,2280,20/16704,B2,430,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,309000,14A(1),6A(1),1/7/2015,269000,14A(1),6A(1),1/7/2014,235000,14A(1),6A(1),1/7/2013,229000,14A(1),6A(1)
4,LAKE MACQUARIE,103667,NORMAL,12,THOMAS ST,BELMONT,2280,21/16704,B2,436.3,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,309000,14A(1),6A(1),1/7/2015,269000,14A(1),6A(1),1/7/2014,235000,14A(1),6A(1),1/7/2013,229000,14A(1),6A(1)
4,LAKE MACQUARIE,103668,NORMAL,79,CROWN ST,BELMONT,2280,528/878536,R2,830.9,M,1/7/2017,371000,14A(1),6A(1),1/7/2016,322000,14A(1),6A(1),1/7/2015,308000,14A(1),6A(1),1/7/2014,279000,14A(1),6A(1),1/7/2013,256000,14A(1),6A(1)
4,LAKE MACQUARIE,103669,NORMAL,3,TOPGALLANT WAY,BELMONT,2280,527/878536,R2,757.4,M,1/7/2017,362000,14A(1),6A(1),1/7/2016,314000,14A(1),6A(1),1/7/2015,300000,14A(1),6A(1),1/7/2014,270000,14A(1),6A(1),1/7/2013,248000,14A(1),6A(1)
4,LAKE MACQUARIE,103670,NORMAL,5,TOPGALLANT WAY,BELMONT,2280,526/878536,R2,826.5,M,1/7/2017,371000,14A(1),6A(1),1/7/2016,322000,14A(1),6A(1),1/7/2015,308000,14A(1),6A(1),1/7/2014,279000,14A(1),6A(1),1/7/2013,256000,14A(1),6A(1)
4,LAKE MACQUARIE,103671,NORMAL,7,TOPGALLANT WAY,BELMONT,2280,525/878536,R2,756.3,M,1/7/2017,400000,14A(1),6A(1),1/7/2016,347000,14A(1),6A(1),1/7/2015,332000,14A(1),6A(1),1/7/2014,302000,14A(1),6A(1),1/7/2013,278000,14A(1),6A(1)
4,LAKE MACQUARIE,103672,NORMAL,9,TOPGALLANT WAY,BELMONT,2280,524/878536,R2,768.2,M,1/7/2017,400000,14A(1),6A(1),1/7/2016,347000,14A(1),6A(1),1/7/2015,332000,14A(1),6A(1),1/7/2014,302000,14A(1),6A(1),1/7/2013,278000,14A(1),6A(1)
4,LAKE MACQUARIE,103673,NORMAL,11,TOPGALLANT WAY,BELMONT,2280,523/878536,R2,836.6,M,1/7/2017,401000,14A(1),6A(1),1/7/2016,348000,14A(1),6A(1),1/7/2015,333000,14A(1),6A(1),1/7/2014,304000,14A(1),6A(1),1/7/2013,279000,14A(1),6A(1)
4,LAKE MACQUARIE,103675,NORMAL,12,TOPGALLANT WAY,BELMONT,2280,522/878536,R2,805.5,M,1/7/2017,378000,14A(1),6A(1),1/7/2016,328000,14A(1),6A(1),1/7/2015,314000,14A(1),6A(1),1/7/2014,284000,14A(1),6A(1),1/7/2013,261000,14A(1),6A(1)
4,LAKE MACQUARIE,103676,NORMAL,10,TOPGALLANT WAY,BELMONT,2280,521/878536,R2,774,M,1/7/2017,374000,14A(1),6A(1),1/7/2016,325000,14A(1),6A(1),1/7/2015,311000,14A(1),6A(1),1/7/2014,281000,14A(1),6A(1),1/7/2013,258000,14A(1),6A(1)
4,LAKE MACQUARIE,103677,NORMAL,8,TOPGALLANT WAY,BELMONT,2280,520/878536,R2,813.9,M,1/7/2017,378000,14A(1),6A(1),1/7/2016,328000,14A(1),6A(1),1/7/2015,314000,14A(1),6A(1),1/7/2014,284000,14A(1),6A(1),1/7/2013,261000,14A(1),6A(1)
4,LAKE MACQUARIE,103678,NORMAL,4,TOPGALLANT WAY,BELMONT,2280,510/878536,R2,792.7,M,1/7/2017,392000,14A(1),6A(1),1/7/2016,340000,14A(1),6A(1),1/7/2015,325000,14A(1),6A(1),1/7/2014,295000,14A(1),6A(1),1/7/2013,271000,14A(1),6A(1)
4,LAKE MACQUARIE,103679,NORMAL,2,TOPGALLANT WAY,BELMONT,2280,509/878536,R2,849.6,M,1/7/2017,362000,14A(1),6A(1),1/7/2016,314000,14A(1),6A(1),1/7/2015,300000,14A(1),6A(1),1/7/2014,270000,14A(1),6A(1),1/7/2013,248000,14A(1),6A(1)
4,LAKE MACQUARIE,103680,NORMAL,38,THOMPSON ST,BELMONT SOUTH,2280,14/L/1925,R2,809.4,M,1/7/2017,266000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,236000,14A(1),6A(1),1/7/2014,209000,14A(1),6A(1),1/7/2013,204000,14A(1),6A(1)
4,LAKE MACQUARIE,103681,NORMAL,36,THOMPSON ST,BELMONT SOUTH,2280,15/L/1925 Housing PRN 102360,R2,809.4,M,1/7/2017,266000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,236000,14A(1),6A(1),1/7/2014,209000,14A(1),6A(1),1/7/2013,204000,14A(1),6A(1)
4,LAKE MACQUARIE,103682,NORMAL,34,THOMPSON ST,BELMONT SOUTH,2280,16/L/1925 Housing PRN 102361,R2,809.4,M,1/7/2017,266000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,236000,14A(1),6A(1),1/7/2014,209000,14A(1),6A(1),1/7/2013,204000,14A(1),6A(1)
4,LAKE MACQUARIE,103683,NORMAL,32,THOMPSON ST,BELMONT SOUTH,2280,17/L/1925 Housing PRN 102362,R2,809.4,M,1/7/2017,266000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,236000,14A(1),6A(1),1/7/2014,209000,14A(1),6A(1),1/7/2013,204000,14A(1),6A(1)
4,LAKE MACQUARIE,103684,NORMAL,30,THOMPSON ST,BELMONT SOUTH,2280,18/L/1925,R2,809.4,M,1/7/2017,266000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,236000,14A(1),6A(1),1/7/2014,209000,14A(1),6A(1),1/7/2013,204000,14A(1),6A(1)
4,LAKE MACQUARIE,103685,NORMAL,26,THOMPSON ST,BELMONT SOUTH,2280,24/S/1925,R2,809.4,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,302000,14A(1),6A(1),1/7/2015,302000,14A(1),6A(1),1/7/2014,277000,14A(1),6A(1),1/7/2013,270000,14A(1),6A(1)
4,LAKE MACQUARIE,103686,NORMAL,24,THOMPSON ST,BELMONT SOUTH,2280,23/S/1925,R2,809.4,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,302000,14A(1),6A(1),1/7/2015,302000,14A(1),6A(1),1/7/2014,277000,14A(1),6A(1),1/7/2013,270000,14A(1),6A(1)
4,LAKE MACQUARIE,103687,NORMAL,22,THOMPSON ST,BELMONT SOUTH,2280,22/S/1925,R2,809.4,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,302000,14A(1),6A(1),1/7/2015,302000,14A(1),6A(1),1/7/2014,277000,14A(1),6A(1),1/7/2013,270000,14A(1),6A(1)
4,LAKE MACQUARIE,103688,NORMAL,20,THOMPSON ST,BELMONT SOUTH,2280,21/S/1925,R2,809.4,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,302000,14A(1),6A(1),1/7/2015,302000,14A(1),6A(1),1/7/2014,277000,14A(1),6A(1),1/7/2013,270000,14A(1),6A(1)
4,LAKE MACQUARIE,103689,NORMAL,18,THOMPSON ST,BELMONT SOUTH,2280,20/S/1925,R2,809.4,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,302000,14A(1),6A(1),1/7/2015,302000,14A(1),6A(1),1/7/2014,277000,14A(1),6A(1),1/7/2013,270000,14A(1),6A(1)
4,LAKE MACQUARIE,103690,NORMAL,16,THOMPSON ST,BELMONT SOUTH,2280,19/S/1925,R2,809.4,M,1/7/2017,340000,14A(1),6A(1),1/7/2016,302000,14A(1),6A(1),1/7/2015,302000,14A(1),6A(1),1/7/2014,277000,14A(1),6A(1),1/7/2013,270000,14A(1),6A(1)
4,LAKE MACQUARIE,103691,NORMAL,14,THOMPSON ST,BELMONT SOUTH,2280,18/S/1925,R2,809.4,M,1/7/2017,349000,14A(1),6A(1),1/7/2016,310000,14A(1),6A(1),1/7/2015,310000,14A(1),6A(1),1/7/2014,284000,14A(1),6A(1),1/7/2013,277000,14A(1),6A(1)
4,LAKE MACQUARIE,103692,NORMAL,12,THOMPSON ST,BELMONT SOUTH,2280,17/662837,R2,569,M,1/7/2017,358000,14A(1),6A(1),1/7/2016,318000,14A(1),6A(1),1/7/2015,318000,14A(1),6A(1),1/7/2014,292000,14A(1),6A(1),1/7/2013,285000,14A(1),6A(1)
4,LAKE MACQUARIE,103693,NORMAL,10,THOMPSON ST,BELMONT SOUTH,2280,16/S/1925,R2,809.4,M,1/7/2017,423000,14A(1),6A(1),1/7/2016,378000,14A(1),6A(1),1/7/2015,378000,14A(1),6A(1),1/7/2014,350000,14A(1),6A(1),1/7/2013,341000,14A(1),6A(1)
4,LAKE MACQUARIE,103694,NORMAL,4,THOMPSON ST,BELMONT SOUTH,2280,B/357133,R2,430,M,1/7/2017,343000,14A(1),6A(1),1/7/2016,305000,14A(1),6A(1),1/7/2015,378000,14A(1),6A(1),1/7/2014,350000,14A(1),6A(1),1/7/2013,341000,14A(1),6A(1)
4,LAKE MACQUARIE,103695,NORMAL,2,THOMPSON ST,BELMONT SOUTH,2280,A/357133,R2,493.2,M,1/7/2017,727000,14A(1),6A(1),1/7/2016,650000,14A(1),6A(1),1/7/2015,706000,14A(1),6A(1),1/7/2014,630000,14A(1),6A(1),1/7/2013,615000,14A(1),6A(1)
4,LAKE MACQUARIE,103696,NORMAL,6,THOMPSON ST,BELMONT SOUTH,2280,14/S/1925,R2,695.6,M,1/7/2017,767000,14A(1),6A(1),1/7/2016,685000,14A(1),6A(1),1/7/2015,738000,14A(1),6A(1),1/7/2014,683000,14A(1),6A(1),1/7/2013,666000,14A(1),6A(1)
4,LAKE MACQUARIE,103697,NORMAL,8,THOMPSON ST,BELMONT SOUTH,2280,13/S/1925,R2,916.9,M,1/7/2017,716000,14A(1),6A(1),1/7/2016,640000,14A(1),6A(1),1/7/2015,675000,14A(1),6A(1),1/7/2014,691000,14A(1),6A(1),1/7/2013,674000,14A(1),6A(1)
4,LAKE MACQUARIE,103698,NORMAL,1A,THOMPSON ST,BELMONT SOUTH,2280,16/T/1925,R2,817.7,M,1/7/2017,705000,14A(1),6A(1),1/7/2016,630000,14A(1),6A(1),1/7/2015,693000,14A(1),6A(1),1/7/2014,611000,14A(1),6A(1),1/7/2013,596000,14A(1),6A(1)
4,LAKE MACQUARIE,103699,NORMAL,1,THOMPSON ST,BELMONT SOUTH,2280,1/351010,R2,404.7,M,1/7/2017,423000,14A(1),6A(1),1/7/2016,378000,14A(1),6A(1),1/7/2015,378000,14A(1),6A(1),1/7/2014,350000,14A(1),6A(1),1/7/2013,341000,14A(1),6A(1)
4,LAKE MACQUARIE,103700,NORMAL,3,THOMPSON ST,BELMONT SOUTH,2280,2/351010,R2,404.7,M,1/7/2017,358000,14A(1),6A(1),1/7/2016,318000,14A(1),6A(1),1/7/2015,318000,14A(1),6A(1),1/7/2014,292000,14A(1),6A(1),1/7/2013,285000,14A(1),6A(1)
4,LAKE MACQUARIE,103701,NORMAL,5,THOMPSON ST,BELMONT SOUTH,2280,14/T/1925,R2,809.4,M,1/7/2017,397000,14A(1),6A(1),1/7/2016,353000,14A(1),6A(1),1/7/2015,353000,14A(1),6A(1),1/7/2014,327000,14A(1),6A(1),1/7/2013,319000,14A(1),6A(1)
4,LAKE MACQUARIE,103702,NORMAL,7,THOMPSON ST,BELMONT SOUTH,2280,13/T/1925,R2,809.4,M,1/7/2017,358000,14A(1),6A(1),1/7/2016,318000,14A(1),6A(1),1/7/2015,318000,14A(1),6A(1),1/7/2014,292000,14A(1),6A(1),1/7/2013,285000,14A(1),6A(1)
4,LAKE MACQUARIE,103703,NORMAL,9,THOMPSON ST,BELMONT SOUTH,2280,3/371792 1/371793,R2,804.42,M,1/7/2017,349000,14A(1),6A(1),1/7/2016,310000,14A(1),6A(1),1/7/2015,310000,14A(1),6A(1),1/7/2014,284000,14A(1),6A(1),1/7/2013,277000,14A(1),6A(1)
4,LAKE MACQUARIE,103704,NORMAL,11,THOMPSON ST,BELMONT SOUTH,2280,11/661113,R2,562.7,M,1/7/2017,312000,14A(1),6A(1),1/7/2016,277000,14A(1),6A(1),1/7/2015,277000,14A(1),6A(1),1/7/2014,252000,14A(1),6A(1),1/7/2013,246000,14A(1),6A(1)
4,LAKE MACQUARIE,103706,NORMAL,15,THOMPSON ST,BELMONT SOUTH,2280,A/384085,R2,930.8,M,1/7/2017,358000,14A(1),6A(1),1/7/2016,318000,14A(1),6A(1),1/7/2015,318000,14A(1),6A(1),1/7/2014,292000,14A(1),6A(1),1/7/2013,285000,14A(1),6A(1)
4,LAKE MACQUARIE,103707,NORMAL,17,THOMPSON ST,BELMONT SOUTH,2280,B/384085,R2,685.4,M,1/7/2017,329000,14A(1),6A(1),1/7/2016,292000,14A(1),6A(1),1/7/2015,292000,14A(1),6A(1),1/7/2014,265000,14A(1),6A(1),1/7/2013,259000,14A(1),6A(1)
4,LAKE MACQUARIE,103708,NORMAL,19,THOMPSON ST,BELMONT SOUTH,2280,A/393259,R2,537.5,M,1/7/2017,298000,14A(1),6A(1),1/7/2016,265000,14A(1),6A(1),1/7/2015,265000,14A(1),6A(1),1/7/2014,239000,14A(1),6A(1),1/7/2013,233000,14A(1),6A(1)
4,LAKE MACQUARIE,103709,NORMAL,21,THOMPSON ST,BELMONT SOUTH,2280,B/393259,R2,537.5,M,1/7/2017,298000,14A(1),6A(1),1/7/2016,265000,14A(1),6A(1),1/7/2015,265000,14A(1),6A(1),1/7/2014,239000,14A(1),6A(1),1/7/2013,233000,14A(1),6A(1)
4,LAKE MACQUARIE,103710,NORMAL,23,THOMPSON ST,BELMONT SOUTH,2280,C/393259,R2,537.5,M,1/7/2017,298000,14A(1),6A(1),1/7/2016,265000,14A(1),6A(1),1/7/2015,265000,14A(1),6A(1),1/7/2014,239000,14A(1),6A(1),1/7/2013,233000,14A(1),6A(1)
